                   1clk=1, addressA= x, addressB= x, dataIn=         x, opsel=x, outsel=x, asel=x, bsel=x, oen=x, OUT=         x
                  34clk=0, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  35clk=0, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  36clk=0, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  37clk=0, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  38clk=0, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  39clk=0, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  40clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  41clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  42clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  43clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  44clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  45clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  46clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  47clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  48clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  49clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  50clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  51clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  52clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  53clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  54clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  55clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  56clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  57clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  58clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  59clk=1, addressA= 0, addressB= 0, dataIn=4294967286, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  60clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  61clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  62clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  63clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  64clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  65clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  66clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  67clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  68clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  69clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  70clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  71clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  72clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  73clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  74clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  75clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  76clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  77clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  78clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  79clk=0, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  80clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=4294967286
                  81clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  82clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  83clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  84clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  85clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  86clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  87clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  88clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  89clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  90clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  91clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  92clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  93clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  94clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  95clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  96clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  97clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  98clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                  99clk=1, addressA= 0, addressB= 1, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 100clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 101clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 102clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 103clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 104clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 105clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 106clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 107clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 108clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 109clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 110clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 111clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 112clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 113clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 114clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 115clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 116clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 117clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 118clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 119clk=0, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 120clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 121clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 122clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 123clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 124clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 125clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 126clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 127clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 128clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 129clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 130clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 131clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 132clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 133clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 134clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 135clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 136clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 137clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 138clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 139clk=1, addressA= 0, addressB= 2, dataIn=        30, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 140clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 141clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 142clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 143clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 144clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 145clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 146clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 147clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 148clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 149clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 150clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 151clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 152clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 153clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 154clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 155clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 156clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 157clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 158clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 159clk=0, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 160clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        30
                 161clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 162clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 163clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 164clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 165clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 166clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 167clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 168clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 169clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 170clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 171clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 172clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 173clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 174clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 175clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 176clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 177clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 178clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 179clk=1, addressA= 0, addressB=20, dataIn=        50, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        50
                 180clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 181clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 182clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 183clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 184clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 185clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 186clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 187clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 188clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 189clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 190clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 191clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 192clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 193clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 194clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 195clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 196clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 197clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 198clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 199clk=0, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 200clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=        50
                 201clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 202clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 203clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 204clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 205clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 206clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 207clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 208clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 209clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 210clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 211clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 212clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
                 213clk=1, addressA= 0, addressB= 1, dataIn=         0, opsel=0, outsel=1, asel=1, bsel=1, oen=1, OUT=         0
