                   1clk=1, addressA= x, addressB= x, dataIn=         x, opsel=x, outsel=x, asel=x, bsel=x, oen=x, OUT=         x
                  35clk=0, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  36clk=0, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  37clk=0, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  38clk=0, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  39clk=0, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  40clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         x
                  41clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  42clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  43clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  44clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  45clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  46clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  47clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  48clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  49clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  50clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  51clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  52clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  53clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  54clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  55clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  56clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  57clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  58clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  59clk=1, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  60clk=0, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  61clk=0, addressA= 0, addressB= 0, dataIn=         5, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  61clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  62clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  63clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  64clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  65clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  66clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  67clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  68clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  69clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  70clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  71clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  72clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  73clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  74clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  75clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  76clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  77clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  78clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  79clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  80clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         5
                  81clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  82clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  83clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  84clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  85clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  86clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  87clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  88clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  89clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  90clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  91clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  92clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  93clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  94clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  95clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  96clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  97clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  98clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                  99clk=1, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 100clk=0, addressA= 0, addressB= 1, dataIn=2863311530, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 101clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 102clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 103clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 104clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 105clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 106clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 107clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 108clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 109clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 110clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 111clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 112clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 113clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 114clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 115clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 116clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 117clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 118clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 119clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 120clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=2863311530
                 121clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 122clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 123clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 124clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 125clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 126clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 127clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 128clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 129clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 130clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 131clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 132clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 133clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 134clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 135clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 136clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 137clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 138clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 139clk=1, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 140clk=0, addressA= 0, addressB= 2, dataIn=1431655765, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 141clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 142clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 143clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 144clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 145clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 146clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 147clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 148clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 149clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 150clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 151clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 152clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 153clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 154clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 155clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 156clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 157clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 158clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 159clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 160clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=1431655765
                 161clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 162clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 163clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 164clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 165clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 166clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 167clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 168clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 169clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 170clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 171clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 172clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 173clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 174clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 175clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 176clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 177clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 178clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 179clk=1, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 180clk=0, addressA= 0, addressB= 3, dataIn=        10, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 181clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 182clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 183clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 184clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 185clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 186clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 187clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 188clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 189clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 190clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 191clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 192clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 193clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 194clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 195clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 196clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 197clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 198clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 199clk=0, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 200clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=        10
                 201clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 202clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 203clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 204clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 205clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 206clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 207clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 208clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
                 209clk=1, addressA= 0, addressB= 4, dataIn=         1, opsel=1, outsel=0, asel=0, bsel=0, oen=1, OUT=         1
